order_id,amount,capture_date,status
ORD-1011,4352.00,2026-01-19,captured
ORD-1073,862.00,2026-01-19,captured
ORD-1135,1953.00,2026-01-19,captured
ORD-1197,764.00,2026-01-19,captured
ORD-1259,878.00,2026-01-19,captured
ORD-1321,1389.00,2026-01-19,captured
ORD-1383,2024.00,2026-01-19,captured
ORD-1445,556.00,2026-01-19,captured
RFND-5004,-970.00,2026-01-19,refund
ORD-1012,4931.00,2026-01-20,failed
ORD-1074,868.00,2026-01-20,captured
ORD-1136,3481.00,2026-01-20,captured
ORD-1198,4241.00,2026-01-20,captured
ORD-1260,1520.00,2026-01-20,captured
ORD-1322,3108.00,2026-01-20,captured
ORD-1384,1616.00,2026-01-20,captured
ORD-1446,740.00,2026-01-20,captured
ORD-1013,4402.00,2026-01-21,captured
ORD-1075,3594.00,2026-01-21,captured
ORD-1137,2017.00,2026-01-21,captured
ORD-1199,4751.00,2026-01-21,captured
ORD-1261,908.00,2026-01-21,captured
ORD-1323,4857.00,2026-01-21,captured
ORD-1385,2690.00,2026-01-21,captured
ORD-1447,3242.00,2026-01-21,captured
ORD-1014,3753.00,2026-01-22,captured
ORD-1076,3211.00,2026-01-22,captured
ORD-1138,3061.00,2026-01-22,captured
ORD-1200,2867.00,2026-01-22,captured
ORD-1262,1060.00,2026-01-22,captured
ORD-1324,1344.00,2026-01-22,captured
ORD-1386,2131.00,2026-01-22,captured
ORD-1448,3215.00,2026-01-22,captured
ORD-1015,1733.00,2026-01-23,captured
ORD-1077,2786.00,2026-01-23,captured
ORD-1139,3524.00,2026-01-23,captured
ORD-1201,4955.00,2026-01-23,captured
ORD-1263,4455.00,2026-01-23,captured
ORD-1325,540.00,2026-01-23,captured
ORD-1387,1700.00,2026-01-23,captured
ORD-1449,4073.00,2026-01-23,captured
ORD-1016,2399.00,2026-01-26,captured
ORD-1078,4640.00,2026-01-26,captured
ORD-1140,2663.00,2026-01-26,captured
ORD-1202,3294.00,2026-01-26,captured
ORD-1264,770.00,2026-01-26,captured
ORD-1326,4379.00,2026-01-26,captured
ORD-1388,4723.00,2026-01-26,captured
ORD-1450,3610.00,2026-01-26,captured
ORD-1017,1742.00,2026-01-27,captured
ORD-1079,2432.00,2026-01-27,captured
ORD-1141,2960.00,2026-01-27,captured
ORD-1203,2363.00,2026-01-27,captured
ORD-1265,1205.00,2026-01-27,captured
ORD-1327,1675.00,2026-01-27,captured
ORD-1389,3079.00,2026-01-27,captured
ORD-1451,4480.00,2026-01-27,captured
ORD-1018,4785.00,2026-01-28,captured
ORD-1080,795.00,2026-01-28,captured
ORD-1142,3589.00,2026-01-28,captured
ORD-1204,1057.00,2026-01-28,captured
ORD-1266,4722.00,2026-01-28,captured
ORD-1328,2433.00,2026-01-28,captured
ORD-1390,2403.00,2026-01-28,captured
ORD-1452,1138.00,2026-01-28,captured
ORD-1019,3694.00,2026-01-29,captured
ORD-1081,3036.00,2026-01-29,captured
ORD-1143,1359.00,2026-01-29,captured
ORD-1205,2851.00,2026-01-29,captured
ORD-1267,4613.00,2026-01-29,captured
ORD-1329,3684.00,2026-01-29,captured
ORD-1391,4907.00,2026-01-29,captured
ORD-1453,2221.00,2026-01-29,captured
ORD-1021,1024.00,2026-01-31,captured
ORD-1083,1130.00,2026-01-31,captured
ORD-1145,1576.00,2026-01-31,captured
ORD-1207,2503.00,2026-01-31,captured
ORD-1269,3087.00,2026-01-31,captured
ORD-1331,4818.00,2026-01-31,captured
ORD-1393,3884.00,2026-01-31,captured
ORD-1455,3702.00,2026-01-31,captured
ORD-1022,1805.00,2026-02-02,captured
ORD-1084,1385.00,2026-02-02,captured
ORD-1146,3039.00,2026-02-02,captured
ORD-1208,869.00,2026-02-02,captured
ORD-1270,1786.00,2026-02-02,captured
ORD-1332,1252.00,2026-02-02,captured
ORD-1394,2688.00,2026-02-02,captured
ORD-1456,1527.00,2026-02-02,captured
ORD-1023,850.00,2026-02-03,captured
ORD-1085,4887.00,2026-02-03,captured
ORD-1147,4596.00,2026-02-03,captured
ORD-1209,787.00,2026-02-03,captured
ORD-1271,3077.00,2026-02-03,captured
ORD-1333,1313.00,2026-02-03,captured
ORD-1395,2282.00,2026-02-03,captured
ORD-1457,4959.00,2026-02-03,captured
ORD-1024,2967.00,2026-02-04,captured
ORD-1086,757.00,2026-02-04,captured
ORD-1148,2323.00,2026-02-04,captured
ORD-1210,4696.00,2026-02-04,captured
ORD-1272,1087.00,2026-02-04,captured
ORD-1334,3578.00,2026-02-04,captured
ORD-1396,3016.00,2026-02-04,captured
ORD-1458,3111.00,2026-02-04,captured
ORD-1025,754.00,2026-02-05,captured
ORD-1087,2116.00,2026-02-05,captured
ORD-1149,2706.00,2026-02-05,captured
ORD-1211,2125.00,2026-02-05,captured
ORD-1273,3377.00,2026-02-05,captured
ORD-1335,1967.00,2026-02-05,captured
ORD-1397,689.00,2026-02-05,captured
ORD-1459,1476.00,2026-02-05,captured
ORD-1026,2707.00,2026-02-06,captured
ORD-1088,3841.00,2026-02-06,captured
ORD-1150,2455.00,2026-02-06,captured
ORD-1212,4021.00,2026-02-06,captured
ORD-1274,3660.00,2026-02-06,captured
ORD-1336,692.00,2026-02-06,captured
ORD-1398,2696.00,2026-02-06,captured
ORD-1460,2750.00,2026-02-06,captured
ORD-1027,4372.00,2026-02-07,captured
ORD-1089,2888.00,2026-02-07,captured
ORD-1151,3185.00,2026-02-07,captured
ORD-1213,904.00,2026-02-07,captured
ORD-1275,3691.00,2026-02-07,captured
ORD-1337,3297.00,2026-02-07,captured
ORD-1399,4427.00,2026-02-07,captured
ORD-1461,1124.00,2026-02-07,captured
RFND-5002,-1002.00,2026-02-08,refund
ORD-1028,3675.00,2026-02-09,captured
ORD-1090,2657.00,2026-02-09,captured
ORD-1152,2035.00,2026-02-09,captured
ORD-1214,607.00,2026-02-09,captured
ORD-1276,2991.00,2026-02-09,captured
ORD-1338,1493.00,2026-02-09,captured
ORD-1400,3635.00,2026-02-09,captured
ORD-1462,4043.00,2026-02-09,captured
ORD-1029,3997.00,2026-02-10,captured
ORD-1091,1779.00,2026-02-10,captured
ORD-1153,4065.00,2026-02-10,captured
ORD-1215,4440.00,2026-02-10,captured
ORD-1277,3455.00,2026-02-10,captured
ORD-1339,708.00,2026-02-10,captured
ORD-1401,2143.00,2026-02-10,captured
ORD-1463,1421.00,2026-02-10,failed
ORD-1030,3735.00,2026-02-11,captured
ORD-1092,847.00,2026-02-11,captured
ORD-1154,1294.00,2026-02-11,captured
ORD-1216,1489.00,2026-02-11,captured
ORD-1278,2670.00,2026-02-11,captured
ORD-1340,1442.00,2026-02-11,captured
ORD-1402,1911.00,2026-02-11,captured
ORD-1464,4091.00,2026-02-11,captured
ORD-1031,4142.00,2026-02-12,captured
ORD-1093,3283.00,2026-02-12,captured
ORD-1155,1334.00,2026-02-12,captured
ORD-1217,1907.00,2026-02-12,captured
ORD-1279,2065.00,2026-02-12,captured
ORD-1341,4447.00,2026-02-12,captured
ORD-1403,3452.00,2026-02-12,captured
ORD-1465,4821.00,2026-02-12,captured
ORD-1032,1598.00,2026-02-13,captured
ORD-1094,3070.00,2026-02-13,captured
ORD-1156,3137.00,2026-02-13,captured
ORD-1218,4622.00,2026-02-13,captured
ORD-1280,3193.00,2026-02-13,captured
ORD-1342,2830.00,2026-02-13,captured
ORD-1404,2456.00,2026-02-13,captured
ORD-1466,2555.00,2026-02-13,captured
RFND-5001,-770.00,2026-02-15,refund
ORD-1033,3494.00,2026-02-16,captured
ORD-1095,3450.00,2026-02-16,captured
ORD-1157,3234.00,2026-02-16,captured
ORD-1219,2956.00,2026-02-16,captured
ORD-1281,4011.00,2026-02-16,captured
ORD-1343,2952.00,2026-02-16,captured
ORD-1405,3138.00,2026-02-16,captured
ORD-1467,1293.00,2026-02-16,captured
ORD-1034,1298.00,2026-02-17,captured
ORD-1096,1633.00,2026-02-17,captured
ORD-1158,2338.00,2026-02-17,captured
ORD-1220,2458.00,2026-02-17,captured
ORD-1282,1513.00,2026-02-17,captured
ORD-1344,1227.00,2026-02-17,captured
ORD-1406,4453.00,2026-02-17,authorized
ORD-1468,4822.00,2026-02-17,captured
ORD-1035,793.00,2026-02-18,captured
ORD-1097,3594.00,2026-02-18,captured
ORD-1159,4091.00,2026-02-18,captured
ORD-1221,662.00,2026-02-18,captured
ORD-1283,1545.00,2026-02-18,captured
ORD-1345,797.00,2026-02-18,captured
ORD-1407,1676.00,2026-02-18,captured
ORD-1469,3565.00,2026-02-18,captured
ORD-1036,1613.00,2026-02-19,captured
ORD-1098,3586.00,2026-02-19,captured
ORD-1160,1886.00,2026-02-19,captured
ORD-1222,4800.00,2026-02-19,captured
ORD-1284,528.00,2026-02-19,captured
ORD-1346,4688.00,2026-02-19,captured
ORD-1408,3927.00,2026-02-19,captured
ORD-1470,3518.00,2026-02-19,captured
ORD-1037,4554.00,2026-02-20,captured
ORD-1099,4271.00,2026-02-20,captured
ORD-1161,1154.00,2026-02-20,captured
ORD-1223,4899.00,2026-02-20,captured
ORD-1285,3614.00,2026-02-20,captured
ORD-1347,4833.00,2026-02-20,captured
ORD-1409,4428.00,2026-02-20,captured
ORD-1471,4189.00,2026-02-20,captured
ORD-1038,2277.00,2026-02-21,captured
ORD-1100,4760.00,2026-02-21,captured
ORD-1162,3258.00,2026-02-21,captured
ORD-1224,3889.00,2026-02-21,captured
ORD-1286,1154.00,2026-02-21,captured
ORD-1348,2452.00,2026-02-21,captured
ORD-1410,2185.00,2026-02-21,captured
ORD-1472,2921.00,2026-02-21,captured
ORD-1039,2613.00,2026-02-23,captured
ORD-1101,3663.00,2026-02-23,captured
ORD-1163,2286.00,2026-02-23,captured
ORD-1225,936.00,2026-02-23,captured
ORD-1287,1962.00,2026-02-23,captured
ORD-1349,1374.00,2026-02-23,captured
ORD-1411,4334.00,2026-02-23,captured
ORD-1473,2675.00,2026-02-23,captured
ORD-1040,4073.00,2026-02-24,captured
ORD-1102,1340.00,2026-02-24,captured
ORD-1164,4195.00,2026-02-24,captured
ORD-1226,1430.00,2026-02-24,captured
ORD-1288,851.00,2026-02-24,captured
ORD-1350,1318.00,2026-02-24,captured
ORD-1412,727.00,2026-02-24,captured
ORD-1474,1377.00,2026-02-24,captured
ORD-1041,2966.00,2026-02-25,captured
ORD-1103,4653.00,2026-02-25,captured
ORD-1165,2716.00,2026-02-25,captured
ORD-1227,3296.00,2026-02-25,captured
ORD-1289,3557.00,2026-02-25,captured
ORD-1351,1000.00,2026-02-25,captured
ORD-1413,4442.00,2026-02-25,captured
ORD-1475,3273.00,2026-02-25,captured
ORD-1042,3950.00,2026-02-26,captured
ORD-1104,2722.00,2026-02-26,captured
ORD-1166,2343.00,2026-02-26,captured
ORD-1228,1527.00,2026-02-26,captured
ORD-1290,4275.00,2026-02-26,captured
ORD-1352,3156.00,2026-02-26,captured
ORD-1414,1092.00,2026-02-26,captured
ORD-1476,4892.00,2026-02-26,captured
ORD-1043,4655.00,2026-02-27,captured
ORD-1105,4032.00,2026-02-27,captured
ORD-1167,1490.00,2026-02-27,captured
ORD-1229,2568.00,2026-02-27,captured
ORD-1291,4934.00,2026-02-27,captured
ORD-1353,1978.00,2026-02-27,captured
ORD-1415,3778.00,2026-02-27,captured
ORD-1477,4806.00,2026-02-27,captured
ORD-1044,3661.00,2026-03-02,captured
ORD-1106,2446.00,2026-03-02,captured
ORD-1168,777.00,2026-03-02,captured
ORD-1230,4931.00,2026-03-02,captured
ORD-1292,3615.00,2026-03-02,captured
ORD-1354,1133.00,2026-03-02,captured
ORD-1416,875.00,2026-03-02,captured
ORD-1478,1428.00,2026-03-02,captured
ORD-1045,3374.00,2026-03-03,captured
ORD-1107,2966.00,2026-03-03,captured
ORD-1169,4838.00,2026-03-03,captured
ORD-1231,4409.00,2026-03-03,captured
ORD-1293,855.00,2026-03-03,captured
ORD-1355,2483.00,2026-03-03,captured
ORD-1417,4328.00,2026-03-03,captured
ORD-1479,4545.00,2026-03-03,captured
ORD-1046,4875.00,2026-03-04,captured
ORD-1108,4083.00,2026-03-04,captured
ORD-1170,2063.00,2026-03-04,captured
ORD-1232,1002.00,2026-03-04,captured
ORD-1294,4035.00,2026-03-04,captured
ORD-1356,1972.00,2026-03-04,captured
ORD-1418,2380.00,2026-03-04,captured
ORD-1480,4667.00,2026-03-04,captured
ORD-1047,3838.00,2026-03-05,captured
ORD-1109,2615.00,2026-03-05,captured
ORD-1171,3081.00,2026-03-05,captured
ORD-1233,3382.00,2026-03-05,captured
ORD-1295,934.00,2026-03-05,captured
ORD-1357,2547.00,2026-03-05,captured
ORD-1419,2423.00,2026-03-05,captured
ORD-1481,3384.00,2026-03-05,captured
ORD-1048,2403.00,2026-03-06,captured
ORD-1110,4769.00,2026-03-06,captured
ORD-1172,2003.00,2026-03-06,captured
ORD-1234,2308.00,2026-03-06,captured
ORD-1296,3550.00,2026-03-06,captured
ORD-1358,4220.00,2026-03-06,captured
ORD-1420,1067.00,2026-03-06,captured
ORD-1482,987.00,2026-03-06,captured
ORD-1049,3258.00,2026-03-07,captured
ORD-1111,2982.00,2026-03-07,captured
ORD-1173,2782.00,2026-03-07,captured
ORD-1235,2116.00,2026-03-07,captured
ORD-1297,4564.00,2026-03-07,captured
ORD-1359,3725.00,2026-03-07,captured
ORD-1421,2280.00,2026-03-07,captured
ORD-1483,2911.00,2026-03-07,captured
ORD-1050,734.00,2026-03-09,captured
ORD-1112,4992.00,2026-03-09,captured
ORD-1174,3286.00,2026-03-09,captured
ORD-1236,1501.00,2026-03-09,captured
ORD-1298,3080.00,2026-03-09,captured
ORD-1360,2571.00,2026-03-09,captured
ORD-1422,2582.00,2026-03-09,captured
ORD-1484,1990.00,2026-03-09,captured
ORD-1052,1836.00,2026-03-11,captured
ORD-1114,593.00,2026-03-11,captured
ORD-1176,3328.00,2026-03-11,captured
ORD-1238,1476.00,2026-03-11,captured
ORD-1300,3926.00,2026-03-11,captured
ORD-1362,3749.00,2026-03-11,captured
ORD-1424,2053.00,2026-03-11,captured
ORD-1486,1967.00,2026-03-11,captured
ORD-1053,3173.00,2026-03-12,captured
ORD-1115,3901.00,2026-03-12,captured
ORD-1177,1562.00,2026-03-12,captured
ORD-1239,1903.00,2026-03-12,captured
ORD-1301,4275.00,2026-03-12,captured
ORD-1363,3369.00,2026-03-12,captured
ORD-1425,2618.00,2026-03-12,captured
ORD-1487,3537.00,2026-03-12,captured
ORD-1054,4938.00,2026-03-13,authorized
ORD-1116,3079.00,2026-03-13,captured
ORD-1178,3951.00,2026-03-13,captured
ORD-1240,2461.00,2026-03-13,captured
ORD-1302,646.00,2026-03-13,captured
ORD-1364,3926.00,2026-03-13,captured
ORD-1426,1626.00,2026-03-13,captured
ORD-1488,4221.00,2026-03-13,captured
ORD-1055,1352.00,2026-03-16,captured
ORD-1117,664.00,2026-03-16,captured
ORD-1179,2891.00,2026-03-16,captured
ORD-1241,2742.00,2026-03-16,captured
ORD-1303,2507.00,2026-03-16,captured
ORD-1365,1182.00,2026-03-16,captured
ORD-1427,2033.00,2026-03-16,captured
ORD-1489,1508.00,2026-03-16,captured
ORD-1056,2229.00,2026-03-17,captured
ORD-1118,3584.00,2026-03-17,captured
ORD-1180,4746.00,2026-03-17,captured
ORD-1242,1552.00,2026-03-17,captured
ORD-1304,2291.00,2026-03-17,captured
ORD-1366,3574.00,2026-03-17,captured
ORD-1428,801.00,2026-03-17,captured
ORD-1490,1386.00,2026-03-17,captured
ORD-1057,2687.00,2026-03-18,captured
ORD-1119,1591.00,2026-03-18,captured
ORD-1181,2721.00,2026-03-18,captured
ORD-1243,561.00,2026-03-18,captured
ORD-1305,4889.00,2026-03-18,captured
ORD-1367,4598.00,2026-03-18,captured
ORD-1429,2589.00,2026-03-18,captured
ORD-1491,1658.00,2026-03-18,captured
ORD-1058,2834.00,2026-03-19,captured
ORD-1120,992.00,2026-03-19,captured
ORD-1182,4306.00,2026-03-19,captured
ORD-1244,4493.00,2026-03-19,captured
ORD-1306,2712.00,2026-03-19,captured
ORD-1368,2427.00,2026-03-19,captured
ORD-1430,1890.00,2026-03-19,captured
ORD-1492,3215.00,2026-03-19,captured
ORD-1059,1519.00,2026-03-20,captured
ORD-1121,3223.00,2026-03-20,captured
ORD-1183,3337.00,2026-03-20,captured
ORD-1245,3779.00,2026-03-20,captured
ORD-1307,1086.00,2026-03-20,captured
ORD-1369,3881.00,2026-03-20,captured
ORD-1431,868.00,2026-03-20,captured
ORD-1493,3941.00,2026-03-20,captured
ORD-1060,1019.00,2026-03-21,captured
ORD-1122,4319.00,2026-03-21,captured
ORD-1184,3915.00,2026-03-21,captured
ORD-1246,909.00,2026-03-21,captured
ORD-1308,3980.00,2026-03-21,captured
ORD-1370,1815.00,2026-03-21,captured
ORD-1432,3067.00,2026-03-21,captured
ORD-1494,2962.00,2026-03-21,captured
ORD-1061,4448.00,2026-03-23,captured
ORD-1123,3391.00,2026-03-23,captured
ORD-1185,2878.00,2026-03-23,captured
ORD-1247,2723.00,2026-03-23,captured
ORD-1309,2338.00,2026-03-23,captured
ORD-1371,3901.00,2026-03-23,captured
ORD-1433,2001.00,2026-03-23,captured
ORD-1495,2031.00,2026-03-23,captured
